"","container.title","published.print","doi","issue","title","volume","author","issn"
"163","American Economic Journal: Applied Economics","2013-10-01","10.1257/app.5.4.165","4","Asymmetric Information between Employers","5","list(given = ""Lisa B"", family = ""Kahn"", sequence = ""first"", affiliation.name = ""Yale School of Management, 135 Prospect St, PO Box 208200, New Haven, CT 06520 and Institute for the Study of Labor (IZA)."")","1945-7790"
"164","American Economic Journal: Applied Economics","2017-07-01","10.1257/app.20150172","3","Cash for Corollas: When Stimulus Reduces Spending","9","list(given = c(""Mark"", ""Steven L."", ""Jeremy""), family = c(""Hoekstra"", ""Puller"", ""West""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Texas A&M University, 4228 TAMU, College Station, TX 77843, and NBER (email: )"", ""Texas A&M University, 4228 TAMU, College Station, TX 77843, NBER, and The E2e Project (email: )"", ""Economics Department, University of California at Santa Cruz, 1156 High Street, Santa Cruz, CA 95064, and The E2e Project (email: )""))","1945-7790"
"165","American Economic Journal: Applied Economics","2014-07-01","10.1257/app.6.3.103","3","Cross-Border Media and Nationalism: Evidence from Serbian Radio in Croatia","6","list(given = c(""Stefano"", ""Ruben"", ""Vera"", ""Maria"", ""Ekaterina""), family = c(""DellaVigna"", ""Enikolopov"", ""Mironova"", ""Petrova"", ""Zhuravskaya""), sequence = c(""first"", ""additional"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""University of California, Berkeley, 549 Evans Hall #3880, Berkeley, CA 94720 and the National Bureau of Economic Research (e-mail: )"", ""Barcelona Institute for Political Economy and Governance, 23.107, Carrer Ramon Trias Fargas 25-27, Barcelona 08005 Spain, Universitat Pompeu Fabra, Barcelona GSE, and New Economic School (e-mail: )"", 
""University of Maryland, Office 1135D, 5000 Pierce Avenue, College Park, MD 20740 (e-mail: )"", ""ICREA-Barcelona Institute for Political Economy and Governance, 23.105, Carrer Ramon Trias Fargas 25–27, Barcelona 08005 Spain, Universitat Pompeu Fabra, Barcelona GSE, and New Economic School (e-mail: )"", ""Paris School of Economics, Campus Paris-Jourdan, #A104, 48 Boulevard Jourdan, 75014 Paris, France, and New Economic School (e-mail: )""))","1945-7790"
"166","American Economic Journal: Applied Economics","2009-01-01","10.1257/app.1.1.86","1","Sticking with Your Vote: Cognitive Dissonance and Political Attitudes","1","list(given = c(""Sendhil"", ""Ebonya""), family = c(""Mullainathan"", ""Washington""), sequence = c(""first"", ""additional""), affiliation.name = c(""Harvard University, Department of Economics, Harvard University, Littauer Center M-18, 1805 Cambridge Street, Cambridge, MA 02138 and National Bureau of Economic Research."", ""Yale University, Department of Economics, Yale University, Box 208264, New Haven, CT 06520 and National Bureau of Economic Research.""))","1945-7790"
"167","American Economic Journal: Applied Economics","2010-07-01","10.1257/app.2.3.96","3","Do Temporary-Help Jobs Improve Labor Market Outcomes for Low-Skilled Workers? Evidence from “Work First”","2","list(given = c(""David H"", ""Susan N""), family = c(""Autor"", ""Houseman""), sequence = c(""first"", ""additional""), affiliation.name = c(""Massachusetts Institute of Technology, Department of Economics, 50 Memorial Drive, E52–371, Cambridge, MA 02142-1347."", ""Upjohn Institute for Employment Research, 300 S. Westnedge Ave., Kalamazoo, MI 49007.""))","1945-7790"
"168","American Economic Journal: Applied Economics","2019-01-01","10.1257/app.20170670","1","Financial Incentives as Signals: Experimental Evidence from the Recruitment of Village Promoters in Uganda","11","list(given = ""Erika"", family = ""Deserranno"", sequence = ""first"", affiliation.name = ""Kellogg School of Management, Northwestern University, 2001 Sheridan Road, Evanston, IL 60208 (email: )"")","1945-7790"
"169","American Economic Journal: Applied Economics","2011-01-01","10.1257/app.3.1.129","1","Minimum Wages and Firm Profitability","3","list(given = c(""Mirko"", ""Stephen"", ""John""), family = c(""Draca"", ""Machin"", ""Van Reenen""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Centre for Economic Performance, London School of Economics, Houghton Street, London WC2A 2AE, and University College London."", ""Department of Economics, University College London, Gower Street, London WC1E 6BT, and Center for Economic Performance (London School of Economics, LSE), and Institute for the Study of Labor (IZA)."", ""Centre for Economic Performance, London School of Economics, Houghton Street, London WC2A 2AE and National Bureau of Economic Research, Center for Economic and Policy Research (CEPR), and IZA.""
))","1945-7790"
"170","American Economic Journal: Applied Economics","2018-04-01","10.1257/app.20170048","2","Do Risk Preferences Change? Evidence from the Great East Japan Earthquake","10","list(given = c(""Chie"", ""Hitoshi"", ""Yasutora""), family = c(""Hanaoka"", ""Shigeoka"", ""Watanabe""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Faculty of Economics, Toyo University, Hakusan 5-28-20, Bunkyo-Ku, Tokyo, 112-8606, Japan (email: )"", ""Department of Economics, Simon Fraser University, 8888 University Drive, Burnaby, BC, V5A1S6, Canada and National Bureau of Economic Research (email: )"", ""Faculty of Economics, University of Tokyo, Hongo 7-3-1, Bunkyo-ku, Tokyo, 113-0033, JAPAN (email: )""
))","1945-7790"
"171","American Economic Journal: Applied Economics","2010-04-01","10.1257/app.2.2.241","2","Identification of Social Interactions through Partially Overlapping Peer Groups","2","list(given = c(""Giacomo"", ""Michele"", ""Silvia""), family = c(""De Giorgi"", ""Pellizzari"", ""Redaelli""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Stanford University and National Bureau of Economic Research, 579 Serra Mall, 94305-6072 Stanford, CA."", ""Bocconi University, via Roentgen 1, 20136, Milan, Italy, IGIER, and IZA."", ""Bocconi University, via Roentgen 1, 20136, Milan, Italy.""))","1945-7790"
"172","American Economic Journal: Applied Economics","2016-07-01","10.1257/app.20150076","3","Do Fiscal Rules Matter?","8","list(given = c(""Veronica"", ""Tommaso"", ""Ugo""), family = c(""Grembi"", ""Nannicini"", ""Troiano""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Copenhagen Business School, Solbjerb Plads 3, 2000 Frederiksberg, Denmark (e-mail: )"", ""Economics Department, Bocconi University, Via Roentgen, 20136 Milan, Italy, IGIER, CEPR, and IZA (e-mail: )"", ""Department of Economics, University of Michigan, 611 Tappan Avenue, 219 Lorch Hall, Ann Arbor, MI 48109 and NBER (e-mail: )""))","1945-7790"
"173","American Economic Journal: Applied Economics","2012-10-01","10.1257/app.4.4.121","4","Longer-Term Impacts of Mentoring, Educational Services, and Learning Incentives: Evidence from a Randomized Trial in the United States","4","list(given = ""Núria"", family = ""Rodríguez-Planas"", sequence = ""first"", affiliation.name = ""Universitat Autònoma de Barcelona, Bellaterra, 08193 Barcelona, Spain and Institute for the Study of Labor (IZA)."")","1945-7790"
"174","American Economic Journal: Applied Economics","2015-04-01","10.1257/app.20140010","2","Channeling Remittances to Education: A Field Experiment among Migrants from El Salvador","7","list(given = c(""Kate"", ""Diego"", ""Dean""), family = c(""Ambler"", ""Aycinena"", ""Yang""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Markets, Trade, and Institutions Division, International Food Policy Research Institute, 2033 K St. NW, Washington, DC 20006 (e-mail: )"", ""Facultad de Ciencias Económicas, Universidad Francisco Marroquin, 6 Calle final, zona 10 Guatemala, Guatemala 01010 (e-mail: )"", ""Department of Economics and Gerald R. Ford School of Public Policy, University of Michigan, 735 S. State Street, Ann Arbor, MI 48109, National Bureau of Economic Research (NBER), and the Bureau for Research and Economic Analysis of Development (BREAD) (e-mail: )""
))","1945-7790"
"175","American Economic Journal: Applied Economics","2013-01-01","10.1257/app.5.1.208","1","Do Oil Windfalls Improve Living Standards? Evidence from Brazil","5","list(given = c(""Francesco"", ""Guy""), family = c(""Caselli"", ""Michaels""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, London School of Economics, Houghton Street, London, WC2A 2AE, United Kingdom and Centre for Economic Performance."", ""Department of Economics, London School of Economics, Houghton Street, London, WC2A 2AE, United Kingdom and Centre for Economic Performance.""))","1945-7790"
"176","American Economic Journal: Applied Economics","2015-04-01","10.1257/app.20130423","2","Improving College Access and Success for Low-Income Students: Evidence from a Large Need-Based Grant Program","7","list(given = c(""Gabrielle"", ""Julien""), family = c(""Fack"", ""Grenet""), sequence = c(""first"", ""additional""), affiliation.name = c(""Paris School of Economics and Université Paris 1 (Panthéon-Sorbonne), Centre d’Économie de la Sorbonne, Maison des Sciences conomiques, 106-112 boulevard de l’Hôpital, 75647 Paris cedex 13, France (e-mail: )"", ""Paris School of Economics, 48 boulevard Jourdan, 75014 Paris, France (e-mail: )""))","1945-7790"
"177","American Economic Journal: Applied Economics","2014-10-01","10.1257/app.6.4.251","4","Merit Aid, College Quality, and College Completion: Massachusetts' Adams Scholarship as an In-Kind Subsidy","6","list(given = c(""Sarah R."", ""Joshua S.""), family = c(""Cohodes"", ""Goodman""), sequence = c(""first"", ""additional""), affiliation.name = c(""Harvard University, 50 Church Street, 4th Floor, Cambridge, MA 02138, (e-mail: cohodes@fas.harvard.edu)"", ""Harvard University, 79 JFK St., Cambridge, MA, 02138, (e-mail: ).""))","1945-7790"
"178","American Economic Journal: Applied Economics","2017-10-01","10.1257/app.20150390","4","The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India","9","list(given = c(""Rukmini"", ""James"", ""Marc""), family = c(""Banerji"", ""Berry"", ""Shotland""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Pratham and ASER Centre, Y.B. Chavan Centre, Gen J Bhosale Marg, Nariman Point, Mumbai 400021, India (email: )"", ""Department of Economics, University of Delaware, 410 Purnell Hall, Newark, DE 19716 (email: )"", ""Abdul Latif Jameel Poverty Action Lab, 400 Main Street, E19-249, Cambridge, MA 02142 (email: )""))","1945-7790"
"179","American Economic Journal: Applied Economics","2017-10-01","10.1257/app.20160247","4","There Will Be Killing: Collectivization and Death of Draft Animals","9","list(given = c(""Shuo"", ""Xiaohuan""), family = c(""Chen"", ""Lan""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Fudan University, 600 Guoquan Road, Shanghai, 200433 (email: )"", ""China Center for Economic Studies, and Research Institute of Chinese Economy, Fudan University, 600 Guoquan Road, Shanghai, 200433 (email: )""))","1945-7790"
"180","American Economic Journal: Applied Economics","2013-01-01","10.1257/app.5.2.122","2","The Demand for, and Consequences of, Formalization among Informal Firms in Sri Lanka","5","list(given = c(""Suresh"", ""David"", ""Christopher""), family = c(""de Mel"", ""McKenzie"", ""Woodruff""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, University of Peradeniya, Peradeniya 20400, Sri Lanka."", ""Lead Economist, Development Research Group, The World Bank, 1818 H Street N.W., MSN MC3-307, Washington, DC 20433."", ""Department of Economics, University of Warwick, Coventry CV4 7AL, UK.""))","1945-7790"
"181","American Economic Journal: Applied Economics","2010-07-01","10.1257/app.2.3.46","3","Information from Markets Near and Far: Mobile Phones and Agricultural Markets in Niger","2","list(given = ""Jenny C"", family = ""Aker"", sequence = ""first"", affiliation.name = ""Department of Economics and the Fletcher School, Tufts University, 160 Packard Avenue, Medford, MA 02155 and Center for Global Development."")","1945-7790"
"182","American Economic Journal: Applied Economics","2012-07-01","10.1257/app.4.3.138","3","High Unemployment Yet Few Small Firms: The Role of Centralized Bargaining in South Africa","4","list(given = ""Jeremy R"", family = ""Magruder"", sequence = ""first"", affiliation.name = ""University of California, Berkeley, 207 Giannini Hall, Berkeley, CA 94720."")","1945-7790"
"183","American Economic Journal: Applied Economics","2011-10-01","10.1257/app.3.4.56","4","Health Capital and the Prenatal Environment: The Effect of Ramadan Observance During Pregnancy","3","list(given = c(""Douglas"", ""Bhashkar""), family = c(""Almond"", ""Mazumder""), sequence = c(""first"", ""additional""), affiliation.name = c(""Columbia University, Department of Economics, International Affairs Building, MC 3308, 420 West 118th Street, New York, NY 10027 and SIPA."", ""Federal Reserve Bank of Chicago, 230 South La Salle Street, Chicago, IL 60604.""))","1945-7790"
